# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=korean,한국어
	ICON=Icons/korean.png
	ORDER=80

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=RenogareKR,62

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_NS=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PS4=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PS4=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_XB1=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_XB1=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PC=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PC=
		이 아이콘이 표시되면
		컴퓨터 전원을 끄지 마세요.

# Main Menu
	MENU_DEBUG=		~디버그~
		이 세상에 이런 벌을 받아 마땅한 사람은 없어, 특히 너는.

		[MADELINE left sad]
		그래... 네 말이 맞아.

		[MADELINE left determinedclosed]
		그래, {+MADELINE}. 넌 할 수 있어.

	CH5_FOUND_THEO=
		[MADELINE left normal]
		{+THEO}! 드디어 찾았다!
		
		[THEO right excited]
		{+MADELINE}! 올 줄 알았다니까.

		[MADELINE left sad]
		여기까지 오는 게 쉽진 않았어...

		[MADELINE left distracted]
		저 괴물들... 정말 내 안에서 나온 걸까?
		
		[THEO right thinking]
		좋은 질문이야, {+MADELINE}.
		저 괴물이 너의 내적 자아와 어떤 관련이 있는지 너와 토론하고 싶긴 한데...

		[THEO right wtf]
		지금은 {~}내{/~} 내적 자아가 이 수정에서 나가고 싶다고 말하고 있거든.
		
		[MADELINE left sad]
		아, 그렇지.

		[MADELINE left normal]
		걱정 마, 내가 꺼내줄게!

		{trigger 0 Attempt to break the crystal, but it just falls to the ground}
		
		[THEO right thinking]
		뭐, 시도는 나쁘지 않았어, 근데...
		
		[THEO right wtf]
		이 수정은, 그러니까, 내 부정적 정신 에너지를 표현하는 매개체... 비슷한 그런 것 같아.

		[MADELINE left sad]
		응, 근데 이거 어떻게 깨뜨리지?

		[THEO right serious]
		내가 여기에 갇힌 {~}이유{/~}만 알아낸다면, 여기서 빠져나올 수 있을지도.

		[THEO right wtf]
		근데... 잘 모르겠네.

		[THEO right thinking]
		그리고 이 악몽 같은 공간 속에서는, 알아낼 수 있을 거 같지도 않고.
		
		[THEO right serious]
		이런 말 하긴 싫지만, 나를-
		
		[MADELINE left angry]
		{+THEO}, 그런 건 꿈도 꾸지 마!
		널 {*}절대로{/*} 두고 가지 않을 거야!
		
		[THEO right worried]
		{~}당연히 안 되지!{/~} 날 이런 곳에 버리고 가지 마!

		[THEO right thinking]
		네가 날 들고 가야겠다고 말할 참이었어.
		
		[MADELINE left sad]
		아.
		
		[MADELINE left normal]
		응, 그건 할 수 있어.

	CH5_THEO_SAVING_LIFT=
		[THEO left thinking]
		이야, 힘 좋네.

	CH5_THEO_SAVING_A=
		[THEO left excited]
		{~}좋아,{/~} 넌 할 수 있어!

	CH5_THEO_SAVING_NICE=
		[THEO left thinking]
		돌파! 저 문은 상대도 안 됐어.

	CH5_THEO_SAVING_B=
		[THEO left worried]
		어... 저 녀석, 어떻게 상대해야 하는지, 알고 있지?

	CH5_THEO_SAVING_C=
		[THEO left worried]
		한 놈 더!? 아, 제발...

	CH5_THEO_SAVING_SWITCH=
		[THEO left thinking]
		{+THEO}가 한 건 해냈다구.

	CH5_THEO_SAVING_DUNK=
		[THEO left nailedit]
		이 몸이 도와주지.

	CH5_THEO_SAVING_REALLY=
		[THEO left thinking]
		이젠 그냥 식은 죽 먹기다, 이거지.

	CH5_THEO_SAVING_D=
		[THEO left excited]
		거의 다 온 거 같아. 내 촉이 말하고 있어.

	CH5_THEO_SAVING_E=
		[THEO left worried]
		조금만 더. 넌 할 수 있어, {+MADELINE}.

	CH5_BSIDE_THEO_A=
		[THEO left excited]
		여러분의 {+MIXMASTER_THEO}가 선보이는 템플 리믹스입니다!

	CH5_BSIDE_THEO_B=
		[THEO left wtf]
		이건 테스트 플레이 때 사용했던 맵이지? 어려운 배치가 너무 많은데.

	CH5_BSIDE_THEO_C=
		[THEO left wtf]
		으, 이건 확실히 불가능해.

# *** Chapter 06 ***

	CH6_THEO_INTRO=
		[MADELINE right normal]
		{+THEO}, 일어났구나!

		[THEO left thinking]
		그런가? 잘 모르겠는데...

		[THEO left wtf]
		나 {~}끔찍한{/~} 악몽을 꿨어.
		
		[MADELINE right distracted]
		아, 그건 말이지...

		[THEO left wtf]
		잠깐...

		[THEO left thinking]
		아, 맞아. 이제 다 기억난다.

		[THEO left wtf]
		꿈이 아니라 실제로 일어났던 일이었구나.

		[THEO left serious]
		날 데리고 그 신전에서 나와줘서 고마워.

		[MADELINE right distracted]
		{+THEO}와 함께라서 다행이었어.

		[MADELINE right sad]
		나 혼자선 해낼 수 없었을지도 몰라.

	CH6_THEO_ASK_OUTFOR=
		[THEO left thinking]
		내가 얼마나 오랫동안 기절해 있었던 거야?
	CH6_THEO_SAY_OUTFOR=
		[THEO left thinking]
		내가 얼마나 오랫동안 기절해 있었던 거야?

		[MADELINE right sad]
		아마 몇 시간은 됐을 거야...

		[THEO left serious]
		와, 엄청났네.

		[MADELINE right upset]
		그러게 말이야.

		[MADELINE right sad]
		괜찮은 거야?

		[THEO left thinking]
		그러니까, 실존적 위기는 빼고 물어보는 거지?

		[THEO left wtf]
		어, 난 괜찮아.

	CH6_THEO_ASK_EXPLAIN=
		[THEO left wtf]
		도대체 여기서 무슨 일이 일어나고 있는 걸까?
	CH6_THEO_SAY_EXPLAIN=
		[THEO left wtf]
		분명히 보통 {+MOUNTAIN}은 아니야.
		도대체 여기서 무슨 일이 일어나고 있는 걸까?

		[MADELINE right sad]
		내가 진작 말해줬어야 했는데.

		[MADELINE right distracted]
		내가 유적에 있었을 때...{n}{+PART_OF_ME}가 거울에서 탈출했어.
		나의 자랑스럽지 않은 일부가.

		[MADELINE right upset]
		그때까지만 해도 꿈인 줄만 알았는데.

		[THEO left serious]
		이 {+MOUNTAIN}이 {+PART_OF_YOU}를 실체화했다고 생각해?

		[MADELINE right distracted]
		응.
		그 이후로 계속 날 따라다니면서 괴롭혀 왔어.

		[MADELINE right sad]
		{+MROSHIRO}에게 심한 말을 했고.

		[MADELINE right distracted]
		내 생각에는 케이블카가 멈췄던 것도 그 녀석 때문인 거 같아.

		[MADELINE right sad]
		그리고 신전에도, 그 녀석이 있었어.

		[THEO left worried]
		...
		왜 진작 말하지 않은 거야?
		나도 이 {+MOUNTAIN}의 힘을 알았다면... 그 신전에 들어가지도 않았지.

		[MADELINE right upset]		
		그래서 내가 기다리라고 했잖아.
		
		[THEO left wtf]
		네 {+ST_BAD}악마 도플갱어{+END_BAD}가 탈출했다고 말했어야지.
			
		[MADELINE right upset]
		제발, {+THEO}.
		그게 얼마나 미친 소리처럼 들리는지 너도 잘 알잖아.

		[MADELINE right distracted]
		나조차도 못 믿었다고.

		[THEO left wtf]
		알았어, 알았어.
		이해했어.

		[THEO left thinking]
		그래도, 다음에도 이런 일이 생기면 그냥 {.3}나한테 말해.
		널 믿는다고 약속할게.

		[MADELINE right distracted]
		알았어.

	CH6_THEO_ASK_THANKYOU=
		[MADELINE right distracted]
		고마워, 아까 내 말을 믿어줘서.
	CH6_THEO_SAY_THANKYOU=
		[MADELINE right distracted]
		{+THEO}, 아까는 고마웠어.
		...내 말을 믿어줘서 말이야.

		[THEO left wtf]
		널 믿는 거 정도야 어려운 일은 아니지.

		[THEO left thinking]
		그 신전에서 내가 도와줄 수 있었다면 좋았을 텐데.

		[THEO left wtf]
		난 그 수정 안에 갇혀서, 사실상 아무 쓸모도 없었잖아.

		[MADELINE right sad]
		사실, 도움이 많이 됐어.

		[MADELINE right distracted]
		네 도움이 없었다면, 그 신전에서 빠져나오지 못했을 거야.

	CH6_THEO_ASK_TRUST=
		[MADELINE right distracted] 
		날 왜 그렇게 쉽게 믿는 거야?
	CH6_THEO_SAY_TRUST=
		[MADELINE right distracted] 
		날 왜 그렇게 쉽게 믿는 거야?

		[MADELINE right sad]
		넌 나에 대해 아직 잘 모르잖아.{n}만난 지 이틀밖에 안 됐는걸.

		[THEO left normal]
		솔직히 말하면...
		널 보면 내 여동생이 생각나서 그래.

		[MADELINE right normal]
		사랑스러운 이야기네.
		네 여동생은 어떤 사람이야?

		[THEO left excited]
		오, 너도 내 여동생을 만나면 분명 좋아할 거야!

		[THEO left wtf]
		뭐... 초면에는 좀 어색할 수도 있겠지만.

		[THEO left thinking]
		그래도 결국엔 좋아하게 될 거야.

		[THEO left excited]
		내 여동생은 {~}진짜{/~} 락스타거든.

		[MADELINE right normal]
		뮤지션이야?
		진짜 멋지다!

		[THEO left thinking]
		아, {~}말 그대로{/~} 락스타는 아니고, 락스타 같은 사람이야.

		[THEO left normal]
		{+ALEX}는 그냥... 뭐든지 잘하거든.
		지금은 변호사가 되려고 공부하고 있어.

		[MADELINE right normal]
		우와!

		[MADELINE right distracted]
		그래서, 네 여동생이 왜 나랑 비슷하다는 거야?

		[THEO left wtf]
		둘 다 자신만의 생각 속에 깊게 잠겨 사니까.

		[MADELINE right distracted]
		아...

		[THEO left thinking]
		{+ALEX}는 마음속에 엄청난 나침반 하나를 품고 있어.

		[THEO left normal]
		그 나침반 덕분에, {+ALEX}는 자신을 필요로 하는 곳을 찾아갈 수 있거든.
		그 나침반이, 너에게서도 느껴지는 거 같아.

		[THEO left wtf]
		나는 언제쯤 그런 나침반을 가질 수 있으려나...
		
	CH6_THEO_ASK_WHY=
		[MADELINE right distracted]
		네 여동생, 정말 멋진 사람인 거 같아. 정말 날 보면 네 여동생이 생각나?
	CH6_THEO_SAY_WHY=
		[MADELINE right distracted]
		네 여동생, 정말 멋진 사람인 거 같아.{n}정말 날 보면 네 여동생이 생각나?

		[THEO left thinking]
		지금 농담하는 거지?

		[THEO left excited]
		이 {+MOUNTAIN}을 {~}죽을 각오로{/~} 오르려는 사람이 너잖아.

		[THEO left thinking]
		{~}{>> .3}{+MOUNTAIN}을 오르는 이유조차 모르면서 말이지.{>>}{/~}

		[THEO left excited]
		그런 점이 {+ALEX}랑 닮았거든.

		[MADELINE right distracted]
		...

		[THEO left thinking]
		농담이야.

		[THEO left normal]
		그나저나, {~}왜{/~} 이 {+MOUNTAIN}을 오르는 거야?

		[MADELINE right distracted]
		네 말대로야, 나도 모르겠어.

		[MADELINE right sad]
		난 그냥 내 {.4}{*}머릿속{/*}을 비워내고 싶었어.
		틀에 박힌 일상생활이 지겨워졌거든.

		[THEO left normal]
		나랑 좀 통하는 게 있는데.
		나도 매일매일 지루한 일만 하는 게 지겨웠거든.

		[MADELINE right sad]
		사실 일은 괜찮았어. 근데...

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		난 점점 미쳐가고 있었어.
		쓸데없는 잡념들이 계속해서 떠올랐다고.

		[MADELINE right sad]
		한참 전에 일어난 {.4}{>> .3}{*}한심한 일들{/*}{>>}{.4}이 잊히지 않았어.

		[MADELINE right angry]
		{*}극복해 내야 하는데.{/*}
		{*}죄다 아무 쓸데없는 것들이야.{/*}

		{trigger 0 Wait a bit}

		[MADELINE right distracted]
		...
		겉으로 보기에는 괜찮아 보일지는 몰라도,{n}사실은 간신히 버티고 있을 뿐이야.

		[THEO left worried]
		저런, 많이 힘들었겠네.
		내가 도와줄 수 있을까?

		[MADELINE right sad]
		넌 이미 날 도와주고 있는걸.
		소리 내서 다 털어놓으니까 속이 후련해진 거 같아.

		[THEO left wtf]
		그럼, 여태까지 다른 사람한테 네 고충을 털어놓은 적은 없는 거야?

		[MADELINE right distracted]
		응... 없어.

		[MADELINE right sad]
		엄마는 내가 우울증이랑 공황 발작 증상이 있다는 건 알고 계시는데...

		[MADELINE right distracted]
		그게 다야.

		[THEO left thinking]
		엄청 답답했겠네.
		
		[THEO left wtf]
		지금까지 어떻게... 견뎌낸 거야?

		[MADELINE right upset]
		보통 술로 때워.
		그리고 인터넷에서 사람들한테 화풀이하는 거지.

	CH6_THEO_ASK_DEPRESSION=
		[THEO left serious]
		혹시 우울증은 어떤 느낌인지 말해줄 수 있어?
	CH6_THEO_SAY_DEPRESSION=
		[THEO left serious]
		혹시 우울증은 어떤 느낌인지 말해줄 수 있어?

		[MADELINE right distracted]
		...

		[MADELINE right upset]
		거지 같아.

		[THEO left wtf]
		그렇겠지, 근데 구체적으로 {~}어떤 느낌이야?{/~}

		[THEO left serious]
		{+ALEX}도 우울증 때문에 고생하고 있거든.{n}나도 진심으로 이해하고 싶어서 그래.

		[THEO left normal]
		말하기 불편한 주제면, 굳이 대답하지 않아도 돼.

		[MADELINE right distracted]
		...
		어떤 느낌이냐면...

		[MADELINE right sad]
		바닷속 제일 깊은 곳에 가라앉아 있는데,
		어느 곳을 봐도 아무것도 보이지 않는 거야.

		[MADELINE right distracted]
		좁은 곳에 갇혀 있는 듯하면서도, 동시에 무방비하게 노출된 느낌이야.
		...

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		우울증에 시달리기 전의 시절이 아직도 기억나.
		하지만 이젠 뭘 어떻게 해도 그 시절로 다시 돌아갈 순 없을 거 같아.
		
		[MADELINE right distracted]
		...생각해 보면, 우울증에 시달리기 전에도 나는 어딘가 망가져 있었던 거 같아.
		한순간 찾아온 시련이 기폭제가 되어서 본격적으로 망가지기 시작했을지도 모르지.

		[MADELINE right upset]
		나는 뭔가 잘못된 게 분명해.

		[THEO left serious]
		무슨 일이 있었든 간에, 네 잘못은 아니었을 거야.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		난 내가 할 수 있을 줄...

		[MADELINE right distracted]
		...모르겠어.
		심연 깊숙이 빠져서, 어디론가 떠내려가는 기분이었어.

		[MADELINE right sad]
		그러다가, {*}무언가{/*}를 찾길 바랐던 거야.

		[MADELINE right distracted]
		그게 내가 이 {+MOUNTAIN}에 온 이유야.
		...
		하지만 나 자신으로부터 도망칠 수는 없었어.

		[MADELINE right upset]
		말 그대로 {*}나 자신과 싸우고{/*} 있었지.

		[MADELINE right distracted]
		어쩌면 이건 다 무의미한 짓일지도 몰라.

		{trigger 0 Wait a bit}

		[THEO left serious]
		{+MADELINE}, 넌 {~}네 목숨을 걸고{/~} 날 구해준 거잖아.

		[THEO left wtf]
		그건 무의미한 짓이 아니지.

		[MADELINE right distracted]
		맞아...

		{trigger 0 Wait a bit}

		[THEO left wtf]
		{+MADELINE}, 넌 좋은 사람이야.

		[THEO left thinking]
		조금 과격할지는 몰라도, 넌 {~}좋은 사람{/~}이라구.

		[THEO left wtf]
		내가 보기엔, 너는 네가 갇혀있는 틀을 벗어던지려고 노력하는 중인 거 같아.

		[THEO left excited]
		그리고 그게 바로 네가 {+MOUNTAIN}을 오르는 이유지!

		[MADELINE right distracted]
		...그런가.

		[MADELINE right sad]
		도움이... 되는 거 같네.

		{trigger 0 Wait a bit}

		[THEO left normal]
		너를 괴롭히는 {+PART_OF_YOU} 말인데, 그냥 받아들여야 하는 걸지도 몰라.

		[MADELINE right upset]
		그럼, 그 녀석한테서 평생 벗어날 수 없다는 거야?

		[THEO left normal]
		뭐, 그 녀석도 너한테서 평생 벗어날 수 없겠지.

		[MADELINE right upset]
		그 말은 도움이 {*}안{/*} 되네.

	CH6_THEO_ASK_DEFENSE=
		[THEO left wtf]
		그래서, 너는 {+PART_OF_YOU}를 없애버리고 싶은 거야?
	CH6_THEO_SAY_DEFENSE=
		[THEO left wtf]
		그래서, 너는 {+PART_OF_YOU}를 없애버리고 싶은 거야?
		그랬다가 너도 다치지 않을까?

		[MADELINE right sad]
		하지만 없애버리지 않는다면, 그 녀석이 계속해서 날 괴롭힐 거야.

		[MADELINE right upset]
		그 녀석은 나를 지켜주려는 거라고 말하지만, 그 말을 내가 어떻게 믿어?

		[THEO left normal]
		진심으로 하는 말일지도 모르지.
		그 녀석은 일종의... 뒤틀린 방어기제일 수도 있어.
		
		[MADELINE right upset]
		솔직히, 그게 나랑 무슨 상관이야?
		그 녀석은 나를 지배하려고 한다고.
		난 그게 싫단 말이야.

		[THEO left wtf]
		어쩌면, 반대로 네가 그 녀석을 지배하는 방법을 찾아야 하지 않을까?
		
		[MADELINE right distracted]
		깃털을 상상해보라는 거, 정말 도움이 많이 됐어.

		[MADELINE right sad]
		알려줘서 고마워.

		[THEO left thinking]
		우리 할아버지의 지혜 보따리 중 하나를 풀어본 것뿐이야.

	CH6_THEO_ASK_VACATION=
		[THEO left thinking]
		등산 대신 휴가를 떠나도 되지 않았을까?
	CH6_THEO_SAY_VACATION=
		[THEO left thinking]
		등산 대신 휴가를 떠나도 되지 않았을까?

		[MADELINE right sad]
		휴가라니?

		[THEO left normal]
		너 스스로가 변화가 필요하다고 생각해서 {>> .2}이 {+MOUNTAIN}을 찾아온 거잖아{>>}...

		[THEO left thinking]
		{+MOUNTAIN}을 오르는 대신, 재충전의 시간을 가지는 것도 괜찮지 않았을까?

		[THEO left wtf]
		하와이로 여행을 떠난다거나, {.3}반신욕을 한다거나.

		[MADELINE right sad]
		...
		성취감을 맛보고 싶어서 이 {+MOUNTAIN}을 찾아온 거 같아.

		[THEO left wtf]
		이미 충분히 맛본 거 같은데, 아직도 부족한 거야?

		[MADELINE right distracted]
		좀 극단적이긴 하지.
		하지만 난 원래 이런 사람인걸.
		나 자신을 시험할 만한 무언가가 필요했어.

		[MADELINE right sad]
		그리고 난 어중간한 걸 싫어해서 말이야.
		전력을 다하는 게 아니라면, 의미가 없다고 생각하거든.

	CH6_THEO_ASK_FAMILY=
		[MADELINE right normal]
		넌 왜 이 {+MOUNTAIN}에 왔어?
	CH6_THEO_SAY_FAMILY=
		[MADELINE right normal]
		너는?
		이 {+MOUNTAIN}에 왜 온 거야?

		[THEO left normal]
		그냥 떠돌아다니다가 온 거야.
		
		[THEO left thinking]
		평소처럼.

		[THEO left normal]
		시애틀에서 새로운 일을 시작했었어.
		{~}마침내{/~} 내 천직을 찾았다고 생각했었지...

		[THEO left wtf]
		근데 그 일이 생각보다 나랑 잘 안 맞더라고.

		[THEO left thinking]
		그래서 일주일 만에 그만두고 캐나다로 떠났지.

		[THEO left wtf]
		그냥 어딘지 모를 곳에서... 길을 잃고 싶다는 충동이 들었어.
		...
		소리 내서 말하고 나니, 이게 얼마나 정신 나간 소린지 이제야 알겠네.

		[MADELINE right sad]
		듣고 보니, 너도 부담을 많이 안고 있는 거 같은데.

		[THEO left thinking]
		딱히 그렇지도 않아.
		내가 실수해도, 주변에서 뭐라 하는 사람은 아무도 없었거든.

		[THEO left serious]
		내가 {~}스스로에게{/~} 부담감을 주고 있었던 거야.

		[THEO left wtf]
		사람들은 항상 내가 {+ALEX}와 나 자신을{n}비교한다고 생각하는데, 그건 {~}절대로{/~} 아니야.
		나는 내가 걸어가야 할 길을 영원히 찾지 못할까 봐 불안한 거야.
		
		[MADELINE right distracted]
		아까는 길을 잃고 싶다고 했잖아...

		[MADELINE right normal]		
		지금은 이 상황을 받아들여도 괜찮은 거 아닐까?

		[THEO left serious]
		어쩌면 그럴지도 모르지.

	CH6_THEO_ASK_GRANDPA=
		[MADELINE right normal]
		할아버지랑 친해?
	CH6_THEO_SAY_GRANDPA=
		[MADELINE right normal]
		할아버지랑 친해?

		[THEO left serious]
		어... 친했...{.3}었지...

		[MADELINE right distracted]
		아... 미안.

		[THEO left serious]
		괜찮아. 그럴 수도 있지.

		[MADELINE right distracted]
		...

		[THEO left wtf]
		내가 긍정적인 태도를 유지하는 수밖에 없지.

		[THEO left serious]
		그리고 의미 있는 삶을 사는 거야.{n}그게 할아버지가 원하는 걸 테니까.

		{trigger 0 Wait a bit}

		[MADELINE right sad]
		정말 유감이야, {+THEO}.

		[THEO left serious]
		고마워.

	CH6_THEO_ASK_TIPS=
		[MADELINE right normal]
		할아버지한테 또 어떤 걸 배웠어?
	CH6_THEO_SAY_TIPS=
		[MADELINE right normal]
		할아버지한테 또 어떤 걸 배웠어?

		[THEO left excited]
		정말 많은 걸 배웠지!

		[THEO left normal]
		사실, {+CELESTE_MOUNTAIN}에 대해서도 할아버지가 알려주신 거야.
		할아버지는 항상 이곳이 자신의 인생을 바꿨다고 말씀하셨지.

		[THEO left thinking]
		시애틀에서의 일을 정리하고 나니까, 이곳이 얼마나 가까웠는지 알게 됐어.
		마치 할아버지가 여기로 오라고 손짓하시는 거 같더라고.

		[THEO left wtf]
		할아버지는 이 {+MOUNTAIN}이 {~}"특별"{/~}하다고 하셨어.

		[MADELINE right sad]
		할아버지도 우리처럼 저 신전을 지나가신 거겠지?

		[MADELINE right normal]
		할아버지도 {+MOUNTAIN}의 힘을 이해하고 계셨을까?
		
		[THEO left thinking]
		할아버지는 여기서 있었던 일에 대해서 나한테 알려주신 적이 없어서...

		[MADELINE right distracted]
		할아버지는 나처럼 상태가 나쁘지는 않으셨을 거야...

		[MADELINE right sad]
		할아버지의 경험은 아마 덜... 과격했겠지.

		[THEO left wtf]
		할아버지가 이 {+MOUNTAIN}을 찾은 건 내가 태어나기 전이야.
		그래서 내가 태어나기 전의 할아버지가 어떤 분이셨는진 나도 몰라.

		[THEO left serious]
		할아버지는 이 {+MOUNTAIN}에서 자신에 대해 뭘 배우셨던 걸까...

	CH6_THEO_ASK_TEMPLE=
		[THEO left wtf]
		저 신전, 누가 지은 걸까?
	CH6_THEO_SAY_TEMPLE=
		[THEO left wtf]
		저 신전, 누가 지은 걸까?

		[MADELINE right sad]
		역사책에 나올 것만 같은 신전인데...
		이 {+MOUNTAIN}에 있는 그 어떤 것보다도 더 오래됐을 거야.{n}호텔이라던가, 유적이라던가, 도시라던가...

		[THEO left serious]
		이 {+MOUNTAIN}에는, 수많은 역사가 묻혀 있는 거 같아. 

		[MADELINE right distracted]
		맞아. 
		오래전부터, 이 {+MOUNTAIN}은 많은 사람에게 커다란 의미를 안겨줬을 거야.

		[MADELINE right normal]
		그 미친 할머니가 왜 여기서 지내시는지 이제 알 거 같아.

		[THEO left excited]
		어! 너도 그 할머니 만났어?

		[THEO left thinking]
		그분 대체 왜 그러신대?

		[MADELINE right upset]
		그냥 심술궂은 사람인 거 같아.

		[MADELINE right distracted]
		...그래도 여기서 꽤 만족하시면서 지내시는 거 같아.

	CH6_THEO_ASK_SELFIE=
		[MADELINE right normal]
		오늘 밤을 기억에 남기고 싶어...
	CH6_THEO_SAY_SELFIE=
		[MADELINE right normal]
		있잖아, {+THEO}.
		오늘 밤을 기억에 남기고 싶어...
		나랑 셀카 한 장 찍자!

		[THEO left normal]
		언제쯤 찍자 하려나 싶었는데.

		{trigger 1 selfie sequence}

		[MADELINE right normal]
		있지, 여러 가지 일이 있었지만, 그래도 지금은 꽤 기분이 나아졌어.
		
		[THEO left wtf]
		잠깐만...

		[THEO left excited]
		그럼 너 내일이면 정상에 도착하겠네!

		[MADELINE right upset]
		야, 괜히 부정 타는 소리 하지 마.

		[MADELINE right distracted]
		...그래도 조금은 기대돼.

		[MADELINE right normal]
		이제 모든 걸 떨쳐낼 준비가 됐어.

		[THEO left normal]
		응원해 줄게.
		우리 이제 슬슬 자야겠다.

		[MADELINE right normal]
		그래, 잘 자. {+THEO}.

		[MADELINE right distracted]
		쿨하게 대해줘서... 고마워.

		[THEO left thinking]
		어쩌겠어? 내가 원래 쿨하잖아.

	CH6_THEO_ASK_SLEEP=
		[MADELINE right distracted]
		이제 슬슬 자야겠다.
	CH6_THEO_SAY_SLEEP=
		[MADELINE right distracted]
		이제 슬슬 자야겠다.

		[THEO left thinking]
		어, 벌써 잘 준비하는 거야?

		[THEO left normal]
		나도 피곤하긴 한데, 우린 나눠야 할 이야기가 아직 많잖아.

	CH6_THEO_ASK_SLEEP_CONFIRM=
		[MADELINE right sad]
		응, 미안, 나 진짜 피곤해.
	CH6_THEO_SAY_SLEEP_CONFIRM=
		[MADELINE right sad]
		응, 미안, 나 진짜 피곤해.

		{+CH6_THEO_SAY_SELFIE}

	CH6_THEO_ASK_SLEEP_CANCEL=
		[MADELINE right normal]
		네 말이 맞아, 잠은 이따 자도 돼.
	CH6_THEO_SAY_SLEEP_CANCEL=
		[MADELINE right sad]
		네 말이 맞아, 잠은 이따 자도 돼.

	CH6_DREAMING=
		[MADELINE left normal]
		오로라가 참 아름답네.

		[BADELINE right worried]
		응... 그러네...
		...

		[BADELINE right worriedAlt]
		여긴 어디야?

		[MADELINE left sad]
		잠시 나랑 대화 좀 하자.

		[BADELINE right worried]
		...알았어.

		[MADELINE left distracted]
		네가 누군지 이제 알 거 같아.

		[MADELINE left sad]
		넌 나의 진짜 반영이 아니야.

		[BADELINE right worriedAlt]
		...아니라고?

		[MADELINE left sad]
		넌 내가 버려야 할 모든 것들이야.
		넌 잔혹하고, 피해망상이 심하고, 지배적이야...

		[BADELINE right worriedAlt]
		왜 나한테 그런 말을 하는 거야?

		[MADELINE left normal]
		아냐, 괜찮아!
		이제 이해했어.
		넌 이제 필요 없어.

		[BADELINE right worried]
		그래서 날 그냥... 버리겠다는 거야?

		[MADELINE left sad]
		버리는 게 아니라, 널 놓아주려는 거야.

		[MADELINE left normal]
		그러면, 우리 둘 다 전보다 더 행복해질 수 있을 거야.

		[BADELINE right worried]
		너 정말...

		[BADELINE right sad]
		정말...

		[BADELINE right freakA pop]
		{silent_trigger 0 Tentacles Appear}
		...정말 멍청하구나!

		[BADELINE right freakB pop]
		{silent_trigger 0 Tentacles Appear More}
		너 정말 나를 {~}버릴{/~} 수 있을 거 같아?
		{silent_trigger 0 Tentacles Appear moooore}
		모든 걸 내 탓으로 돌리려는 거야?
		{silent_trigger 0 Tentacles Appear EVEN MORE}
		네가 내 {~}머리 위에{/~} 있다고 생각해!?

		[BADELINE right freakC pop]
		{silent_trigger 1 Tentacles grab Madeline}
		{!}{*}당장 대답해!{/*}{/!}

		[MADELINE left panic]
		진정해, 제발...

		{trigger 4 start circling the player}
		[BADELINE right freakC_cont]
		{!}{*}진정하라고!?{/*}{/!}

		[MADELINE left determinedclosed]
		심호흡해, {+MADELINE}.
		깃털을 떠올려.

		{trigger 2 Feather minigame}

		[BADELINE right freakBAlt]
		{~}고작 깃털 따위{/~}로 날 멈출 수 있다고 생각한 거야?

		{trigger 3 Destroy feather minigame}

		[BADELINE right freakBAlt]
		감히 내 {*}머리 위로{/*} 기어오르려고 하다니.
